|description|coarse_grained_pos|fine_grained_pos
1511| A rock band is performing in a concert hall with hexagonal roof panels .|DET NOUN NOUN AUX VERB ADP DET NOUN NOUN ADP ADJ NOUN NOUN PUNCT|DT NN NN VBZ VBG IN DT NN NN IN JJ NN NNS .
1512| A young woman getting on a bike , holding some grocery bags .|DET ADJ NOUN VERB ADP DET NOUN PUNCT VERB DET NOUN NOUN PUNCT|DT JJ NN VBG IN DT NN , VBG DT NN NNS .
1513| A rodeo rider in a red shirt and white cowboy hat is riding a bucking brown horse .|DET NOUN NOUN ADP DET ADJ NOUN CCONJ PROPN PROPN PROPN AUX VERB DET VERB ADJ NOUN PUNCT|DT NN NN IN DT JJ NN CC NNP NNP NNP VBZ VBG DT VBG JJ NN .
1514| A crowd walks by a hat shop at an outdoor fair .|DET NOUN VERB ADP DET NOUN NOUN ADP DET ADJ NOUN PUNCT|DT NN VBZ IN DT NN NN IN DT JJ NN .
1515| Someone skateboarding over steps surrounded by buildings .|PRON VERB ADP NOUN VERB ADP NOUN PUNCT|NN VBG IN NNS VBN IN NNS .
1516| A gathering of young African males under a thatched roof .|DET NOUN ADP ADJ ADJ NOUN ADP DET ADJ NOUN PUNCT|DT NN IN JJ JJ NNS IN DT JJ NN .
1517| some children play in the grass outside near a tree .|DET NOUN VERB ADP DET NOUN ADV ADP DET NOUN PUNCT|DT NNS VBP IN DT NN RB IN DT NN .
1518| A man on a bike does a very high jump .|DET NOUN ADP DET NOUN VERB DET ADV ADJ NOUN PUNCT|DT NN IN DT NN VBZ DT RB JJ NN .
1519| A black car is about to cross Walgreens .|DET ADJ NOUN AUX ADJ PART VERB NOUN PUNCT|DT JJ NN VBZ JJ TO VB NNS .
1520| An adorable little boy in a long-sleeved t-shirt and baseball cap is enjoying playing in some leaves .|DET ADJ ADJ NOUN ADP DET ADJ VERB NOUN NOUN CCONJ NOUN NOUN AUX VERB VERB ADP DET NOUN PUNCT|DT JJ JJ NN IN DT JJ VBN NN NN CC NN NN VBZ VBG VBG IN DT NNS .
1521| A small dog runs through the grass .|DET ADJ NOUN VERB ADP DET NOUN PUNCT|DT JJ NN VBZ IN DT NN .
1522| Old man wearing a red shirt sitting on a green bench .|ADJ NOUN VERB DET ADJ NOUN VERB ADP DET ADJ NOUN PUNCT|JJ NN VBG DT JJ NN VBG IN DT JJ NN .
1523| A person in a black hat is holding multicolored juggling pins .|DET NOUN ADP DET ADJ NOUN AUX VERB VERB VERB NOUN PUNCT|DT NN IN DT JJ NN VBZ VBG VBN VBG NNS .
1524| A dirt biker is riding through some sand as spectators watch .|DET NOUN NOUN AUX VERB ADP DET NOUN SCONJ NOUN VERB PUNCT|DT NN NN VBZ VBG IN DT NN IN NNS VBP .
1525| One woman singing and one woman playing keyboard .|NUM NOUN NOUN CCONJ NUM NOUN VERB NOUN PUNCT|CD NN NN CC CD NN VBG NN .
1526| A large hole in concrete being dug by a large digging machine .|DET ADJ NOUN ADP ADJ AUX VERB ADP DET ADJ VERB NOUN PUNCT|DT JJ NN IN JJ NN VBN IN DT JJ VBG NN .
1527| A man placing boxes in the trash .|DET NOUN VERB NOUN ADP DET NOUN PUNCT|DT NN VBG NNS IN DT NN .
1528| Two dog play with ball while one makes a big jump|NUM NOUN NOUN ADP NOUN SCONJ PRON VERB DET ADJ NOUN|CD NN NN IN NN IN PRP VBZ DT JJ NN
1529| A man on the phone dressed in hard has standing next to a white van .|DET NOUN ADP DET NOUN VERB ADP ADJ AUX VERB ADV ADP DET ADJ PROPN PUNCT|DT NN IN DT NN VBN IN JJ VBZ VBG RB IN DT JJ NNP .
1530| A bearded man sits against a wall and plays the flute .|DET ADJ NOUN VERB ADP DET NOUN CCONJ VERB DET NOUN PUNCT|DT JJ NN VBZ IN DT NN CC VBZ DT NN .
1531| A woman is retrieving food from a restaurant 's kitchen .|DET NOUN AUX VERB NOUN ADP DET NOUN PART NOUN PUNCT|DT NN VBZ VBG NN IN DT NN POS NN .
1532| A long-haired man walking away beside a canal whist holding onto a railing .|DET ADJ ADJ NOUN VERB ADV ADP DET NOUN NOUN VERB ADP DET NOUN PUNCT|DT JJ JJ NN VBG RB IN DT NN NN VBG IN DT NN .
1533| A dark-skinned girl with goggles and black hair in water .|DET ADJ ADJ NOUN ADP NOUN CCONJ ADJ NOUN ADP NOUN PUNCT|DT JJ JJ NN IN NNS CC JJ NN IN NN .
1534| Two girls sit along a lake while a man in the background fishes|NUM NOUN VERB ADP DET NOUN SCONJ DET NOUN ADP DET NOUN NOUN|CD NNS VBP IN DT NN IN DT NN IN DT NN NNS
1535| A man in a white t-shirt is holding a snow shovel .|DET NOUN ADP DET PROPN PROPN NOUN AUX VERB DET NOUN NOUN PUNCT|DT NN IN DT NNP NNP NN VBZ VBG DT NN NN .
1536| Some people are looking at pictures at an art gallery .|DET NOUN AUX VERB ADP NOUN ADP DET NOUN NOUN PUNCT|DT NNS VBP VBG IN NNS IN DT NN NN .
1537| A woman looking at a magazine at a restaurant table outside .|DET NOUN VERB ADP DET NOUN ADP DET NOUN NOUN ADV PUNCT|DT NN VBG IN DT NN IN DT NN NN RB .
1538| A woman in a pink dress is playing .|DET NOUN ADP DET ADJ NOUN AUX VERB PUNCT|DT NN IN DT JJ NN VBZ VBG .
1539| Two people standing outside some buildings .|NUM NOUN VERB ADP DET NOUN PUNCT|CD NNS VBG IN DT NNS .
1540| A man doing construction work in his orange vest .|DET NOUN VERB NOUN NOUN ADP PRON NOUN NOUN PUNCT|DT NN VBG NN NN IN PRP$ NN NN .
1541| A man playing a banjo during street fair , catching the attention of people walking past .|DET NOUN VERB DET NOUN ADP NOUN ADJ PUNCT VERB DET NOUN ADP NOUN VERB ADV PUNCT|DT NN VBG DT NN IN NN JJ , VBG DT NN IN NNS VBG RB .
1542| A few young girls in a classroom .|DET ADJ ADJ NOUN ADP DET NOUN PUNCT|DT JJ JJ NNS IN DT NN .
1543| A girl climbs all over a bunch of wires .|DET NOUN VERB ADV ADP DET NOUN ADP NOUN PUNCT|DT NN VBZ RB IN DT NN IN NNS .
1544| A man doing window shopping for his shoes at a sports shop located in the city of angles|DET NOUN VERB NOUN NOUN ADP PRON NOUN ADP DET NOUN NOUN VERB ADP DET NOUN ADP NOUN|DT NN VBG NN NN IN PRP$ NNS IN DT NNS NN VBN IN DT NN IN NNS
1545| A long line of men veiled demonstrating something .|DET ADJ NOUN ADP NOUN VERB VERB PRON PUNCT|DT JJ NN IN NNS VBD VBG NN .
1546| Three puppies on a couch next to a bottle of milk .|NUM NOUN ADP DET NOUN ADV ADP DET NOUN ADP NOUN PUNCT|CD NNS IN DT NN RB IN DT NN IN NN .
1547| A boy smiles standing in front of a swimming pool .|DET NOUN VERB VERB ADP NOUN ADP DET NOUN NOUN PUNCT|DT NN VBZ VBG IN NN IN DT NN NN .
1548| A woman gestures at a party .|DET NOUN NOUN ADP DET NOUN PUNCT|DT NN NNS IN DT NN .
1549| A baby in a white and light purple outfit crying .|DET NOUN ADP DET ADJ CCONJ ADJ ADJ NOUN VERB PUNCT|DT NN IN DT JJ CC JJ JJ NN VBG .
1550| A surfer rides a large wave on a blue board .|DET NOUN VERB DET ADJ NOUN ADP DET ADJ NOUN PUNCT|DT NN VBZ DT JJ NN IN DT JJ NN .
1551| Man in white karate uniform , flipping another person in a blue uniform with people looking on .|NOUN ADP ADJ NOUN NOUN PUNCT VERB DET NOUN ADP DET ADJ NOUN ADP NOUN VERB ADP PUNCT|NN IN JJ NN NN , VBG DT NN IN DT JJ NN IN NNS VBG RP .
1552| Two children on the beach silhouetted by the setting sun .|NUM NOUN ADP DET NOUN VERB ADP DET VERB NOUN PUNCT|CD NNS IN DT NN VBN IN DT VBG NN .
1553| A man with a white towel wrapped around the lower part of his face and neck .|DET NOUN ADP DET ADJ NOUN VERB ADP DET ADJ NOUN ADP PRON NOUN CCONJ NOUN PUNCT|DT NN IN DT JJ NN VBN IN DT JJR NN IN PRP$ NN CC NN .
1554| A woman is being filmed in a busy city .|DET NOUN AUX AUX VERB ADP DET ADJ NOUN PUNCT|DT NN VBZ VBG VBN IN DT JJ NN .
1555| A young boxer dog races across a green lawn .|DET ADJ NOUN NOUN NOUN ADP DET ADJ NOUN PUNCT|DT JJ NN NN NNS IN DT JJ NN .
1556| A female looks on as a man restrains a young boy .|DET ADJ NOUN ADP SCONJ DET NOUN VERB DET ADJ NOUN PUNCT|DT JJ NNS RP IN DT NN VBZ DT JJ NN .
1557| A woman in a tight fitting outfit is running .|DET NOUN ADP DET ADV ADJ NOUN AUX VERB PUNCT|DT NN IN DT RB JJ NN VBZ VBG .
1558| A group of people are having a picnic at the park .|DET NOUN ADP NOUN AUX VERB DET NOUN ADP DET NOUN PUNCT|DT NN IN NNS VBP VBG DT NN IN DT NN .
1559| Five girls are in front of a wall .|NUM NOUN AUX ADP NOUN ADP DET NOUN PUNCT|CD NNS VBP IN NN IN DT NN .
1560| A man peering through his binoculars looking at something over the horizon .|DET NOUN VERB ADP PRON NOUN VERB ADP PRON ADP DET NOUN PUNCT|DT NN VBG IN PRP$ NNS VBG IN NN IN DT NN .
1561| A female martial artist demonstrating a sword form in front of her instructor and other students .|DET ADJ ADJ NOUN VERB DET NOUN NOUN ADP NOUN ADP PRON NOUN CCONJ ADJ NOUN PUNCT|DT JJ JJ NN VBG DT NN NN IN NN IN PRP$ NN CC JJ NNS .
1562| A man stands on his motorcycle while doing a wheelie .|DET NOUN VERB ADP PRON NOUN SCONJ VERB DET NOUN PUNCT|DT NN VBZ IN PRP$ NN IN VBG DT NN .
1563| A row of bikers wearing red and black .|DET NOUN ADP NOUN VERB ADJ CCONJ ADJ PUNCT|DT NN IN NNS VBG JJ CC JJ .
1564| Male and female performers playing guitars .|ADJ CCONJ ADJ NOUN VERB NOUN PUNCT|JJ CC JJ NNS VBG NNS .
1565| A boy jumping with a sunset in the background .|DET NOUN VERB ADP DET NOUN ADP DET NOUN PUNCT|DT NN VBG IN DT NN IN DT NN .
1566| A child wearing a blue coat runs along the snow while a small dog follows .|DET NOUN VERB DET ADJ NOUN NOUN ADP DET NOUN SCONJ DET ADJ NOUN VERB PUNCT|DT NN VBG DT JJ NN NNS IN DT NN IN DT JJ NN VBZ .
1567| A motorcyclist riding by a supermarket .|DET NOUN VERB ADP DET NOUN PUNCT|DT NN VBG IN DT NN .
1568| A cyclist rides a yellow bike with a field in the background .|DET NOUN VERB DET ADJ NOUN ADP DET NOUN ADP DET NOUN PUNCT|DT NN VBZ DT JJ NN IN DT NN IN DT NN .
1569| Two children build a sand castle on the beach .|NUM NOUN VERB DET NOUN NOUN ADP DET NOUN PUNCT|CD NNS VBP DT NN NN IN DT NN .
1570| Girl with a blue tank top on riding a bike .|NOUN ADP DET ADJ NOUN NOUN ADP VERB DET NOUN PUNCT|NN IN DT JJ NN NN IN VBG DT NN .
1571| A male diver attempts a back somersault while ambivalent onlookers chat amongst each other .|DET ADJ NOUN VERB DET NOUN NOUN SCONJ ADJ NOUN VERB ADP DET ADJ PUNCT|DT JJ NN VBZ DT NN NN IN JJ NNS VBP IN DT JJ .
1572| Woman sleeping on a bed with a colorful blanket .|NOUN VERB ADP DET NOUN ADP DET ADJ NOUN PUNCT|NN VBG IN DT NN IN DT JJ NN .
1573| A man with two large white dogs .|DET NOUN ADP NUM ADJ ADJ NOUN PUNCT|DT NN IN CD JJ JJ NNS .
1574| A man climbing a tree while a woman is below with her dogs .|DET NOUN VERB DET NOUN SCONJ DET NOUN AUX ADV ADP PRON NOUN PUNCT|DT NN VBG DT NN IN DT NN VBZ RB IN PRP$ NNS .
1575| A man and a woman walking by some cars in front of a building .|DET NOUN CCONJ DET NOUN VERB ADP DET NOUN ADP NOUN ADP DET NOUN PUNCT|DT NN CC DT NN VBG IN DT NNS IN NN IN DT NN .
1576| A policeman on a motorcycle is stopped behind a car he pulled over .|DET NOUN ADP DET NOUN AUX VERB ADP DET NOUN PRON VERB ADP PUNCT|DT NN IN DT NN VBZ VBN IN DT NN PRP VBD RP .
1577| People are busy taking pictures .|NOUN AUX ADJ VERB NOUN PUNCT|NNS VBP JJ VBG NNS .
1578| A woman talking on her cellphone and a man shopping at a small outside shop .|DET NOUN VERB ADP PRON NOUN CCONJ DET NOUN VERB ADP DET ADJ ADJ NOUN PUNCT|DT NN VBG IN PRP$ NN CC DT NN VBG IN DT JJ JJ NN .
1579| A father and son create chalk art on blacktop .|DET NOUN CCONJ NOUN VERB NOUN NOUN ADP NOUN PUNCT|DT NN CC NN VB NN NN IN NN .
1580| A young boy pulls a car toy up a hill .|DET ADJ NOUN VERB DET NOUN NOUN ADP DET NOUN PUNCT|DT JJ NN VBZ DT NN NN IN DT NN .
1581| Toddler playing with baby .|NOUN VERB ADP NOUN PUNCT|NN VBG IN NN .
1582| A man in an orange vest standing in a field .|DET NOUN ADP DET ADJ NOUN VERB ADP DET NOUN PUNCT|DT NN IN DT JJ NN VBG IN DT NN .
1583| Three dogs run together in the grass .|NUM NOUN VERB ADV ADP DET NOUN PUNCT|CD NNS VBP RB IN DT NN .
1584| A man and three boys working in the fields with their bulls and cows .|DET NOUN CCONJ NUM NOUN VERB ADP DET NOUN ADP PRON NOUN CCONJ NOUN PUNCT|DT NN CC CD NNS VBG IN DT NNS IN PRP$ NNS CC NNS .
1585| The girl loves her pink dress .|DET NOUN VERB PRON ADJ NOUN PUNCT|DT NN VBZ PRP$ JJ NN .
1586| A couple is kissing in front of a heart made of ice bricks .|DET NOUN AUX VERB ADP NOUN ADP DET NOUN VERB ADP NOUN NOUN PUNCT|DT NN VBZ VBG IN NN IN DT NN VBN IN NN NNS .
1587| A man is bent over in front of a statue .|DET NOUN AUX ADJ ADP ADP NOUN ADP DET NOUN PUNCT|DT NN VBZ JJ RP IN NN IN DT NN .
1588| A man walks through a flooded area in a graffiti covered area .|DET NOUN VERB ADP DET ADJ NOUN ADP DET PROPN VERB NOUN PUNCT|DT NN VBZ IN DT JJ NN IN DT NNP VBN NN .
1589| People posing for a picture in front of an unusual looking car .|NOUN VERB ADP DET NOUN ADP NOUN ADP DET ADJ VERB NOUN PUNCT|NNS VBG IN DT NN IN NN IN DT JJ VBG NN .
1590| A bicyclist on ground after wrecking bike .|DET NOUN ADP NOUN ADP VERB NOUN PUNCT|DT NN IN NN IN VBG NN .
1591| Two black dogs are fighting over a toy|NUM ADJ NOUN AUX VERB ADP DET NOUN|CD JJ NNS VBP VBG IN DT NN
1592| A man in an orange shirt is holding a Bada Bing Original Italian Ice .|DET NOUN ADP DET PROPN NOUN AUX VERB DET PROPN PROPN PROPN PROPN PROPN PUNCT|DT NN IN DT NNP NN VBZ VBG DT NNP NNP NNP NNP NNP .
1593| Person holding an orange , over a bowl with rice .|NOUN VERB DET NOUN PUNCT ADP DET NOUN ADP NOUN PUNCT|NN VBG DT NN , IN DT NN IN NN .
1594| A child in a denim jacket plays house .|DET NOUN ADP DET ADJ NOUN VERB NOUN PUNCT|DT NN IN DT JJ NN VBZ NN .
1595| Man and little boy driving a large brown SUV .|NOUN CCONJ ADJ NOUN VERB DET ADJ ADJ NOUN PUNCT|NN CC JJ NN VBG DT JJ JJ NN .
1596| A dog is jumping down the stairs .|DET NOUN AUX VERB ADP DET NOUN PUNCT|DT NN VBZ VBG IN DT NNS .
1597| Little girls ignoring the current adult procession going on|ADJ NOUN VERB DET ADJ NOUN NOUN VERB ADP|JJ NNS VBG DT JJ NN NN VBG RP
1598| A football game .|DET NOUN NOUN PUNCT|DT NN NN .
1599| A group of people standing on a sidewalk at dusk talking .|DET NOUN ADP NOUN VERB ADP DET NOUN ADP NOUN VERB PUNCT|DT NN IN NNS VBG IN DT NN IN NN VBG .
1600| A man walks down a dusty road .|DET NOUN VERB ADP DET ADJ NOUN PUNCT|DT NN VBZ RP DT JJ NN .
1601| A young blond girl in a blue bouncy house .|DET ADJ ADJ NOUN ADP DET ADJ NOUN NOUN PUNCT|DT JJ JJ NN IN DT JJ NN NN .
1602| Five people are racing each other with go-karts .|NUM NOUN AUX VERB DET ADJ ADP ADJ NOUN PUNCT|CD NNS VBP VBG DT JJ IN JJ NNS .
1603| A man wearing a yellow vest works in the street .|DET NOUN VERB DET ADJ NOUN VERB ADP DET NOUN PUNCT|DT NN VBG DT JJ NN VBZ IN DT NN .
1604| A little kid in a baseball uniform is pointing to his head .|DET ADJ NOUN ADP DET NOUN NOUN AUX VERB ADP PRON NOUN PUNCT|DT JJ NN IN DT NN NN VBZ VBG IN PRP$ NN .
1605| A man participates in a tricycle race .|DET NOUN VERB ADP DET NOUN NOUN PUNCT|DT NN VBZ IN DT NN NN .
1606| Two people are standing in the middle of a downtown area .|NUM NOUN AUX VERB ADP DET NOUN ADP DET NOUN NOUN PUNCT|CD NNS VBP VBG IN DT NN IN DT NN NN .
1607| A young girl and her mother making lunch .|DET ADJ NOUN CCONJ PRON NOUN VERB NOUN PUNCT|DT JJ NN CC PRP$ NN VBG NN .
1608| Two people in a lecture hall are holding a plastic sheet .|NUM NOUN ADP DET NOUN NOUN AUX VERB DET NOUN NOUN PUNCT|CD NNS IN DT NN NN VBP VBG DT NN NN .
1609| Two people are rock climbing .|NUM NOUN AUX NOUN NOUN PUNCT|CD NNS VBP NN NN .
1610| A woman dressed like a pilgrim sitting outside sewing a beige garment .|DET NOUN VERB ADP DET NOUN VERB ADP VERB DET ADJ NOUN PUNCT|DT NN VBN IN DT NN VBG IN VBG DT JJ NN .
1611| a brown and white dog running crazily through the grass .|DET ADJ CCONJ ADJ NOUN VERB ADV ADP DET NOUN PUNCT|DT JJ CC JJ NN VBG RB IN DT NN .
1612| Two women wearing matching headdresses sell their good in a street side marketplace .|NUM NOUN VERB VERB NOUN VERB PRON NOUN ADP DET NOUN NOUN NOUN PUNCT|CD NNS VBG VBG NNS VBP PRP$ NN IN DT NN NN NN .
1613| A child in jeans and dark shirt kicks a colorful ball outside .|DET NOUN ADP NOUN CCONJ ADJ NOUN VERB DET ADJ NOUN ADV PUNCT|DT NN IN NNS CC JJ NN VBZ DT JJ NN RB .
1614| A man dressed in a black racing suit drives a go-cart .|DET NOUN VERB ADP DET ADJ NOUN NOUN VERB DET ADJ NOUN PUNCT|DT NN VBN IN DT JJ NN NN VBZ DT JJ NN .
1615| A man in a laboratory is examining something .|DET NOUN ADP DET NOUN AUX VERB PRON PUNCT|DT NN IN DT NN VBZ VBG NN .
1616|" A man with a bright yellow jacket is riding a motorcycle labeled """" police . """""|DET NOUN ADP DET ADJ ADJ NOUN AUX VERB DET NOUN VERB PUNCT PUNCT NOUN PUNCT PUNCT PUNCT|DT NN IN DT JJ JJ NN VBZ VBG DT NN VBN `` `` NNS . `` ``
1617| a woman wearing a black shirt and blue jeans standing on a sidewalk|DET NOUN VERB DET ADJ NOUN CCONJ ADJ NOUN VERB ADP DET NOUN|DT NN VBG DT JJ NN CC JJ NNS VBG IN DT NN
1618| Cameramen filming an athlete throwing a javelin .|NOUN VERB DET NOUN VERB DET NOUN PUNCT|NNS VBG DT NN VBG DT NN .
1619| children playing around a streetpole|NOUN VERB ADP DET NOUN|NNS VBG IN DT NN
1620| A woman is riding a bicycle through a forest .|DET NOUN AUX VERB DET NOUN ADP DET NOUN PUNCT|DT NN VBZ VBG DT NN IN DT NN .
1621| A guitarist playing an electric guitar with Hello Kitty on the front .|DET NOUN VERB DET ADJ NOUN ADP PROPN PROPN ADP DET NOUN PUNCT|DT NN VBG DT JJ NN IN NNP NNP IN DT NN .
1622| Crowd of people sits on stairs in white room .|NOUN ADP NOUN VERB ADP NOUN ADP ADJ NOUN PUNCT|NN IN NNS VBZ IN NNS IN JJ NN .
1623| A woman in a black dress and fluffy earmuffs walking down the street .|DET NOUN ADP DET ADJ NOUN CCONJ ADJ NOUN VERB ADP DET NOUN PUNCT|DT NN IN DT JJ NN CC JJ NNS VBG IN DT NN .
1624| A lady and a boy are holding hands .|DET NOUN CCONJ DET NOUN AUX VERB NOUN PUNCT|DT NN CC DT NN VBP VBG NNS .
1625| A group of men in orange safety vests are working .|DET NOUN ADP NOUN ADP PROPN NOUN NOUN AUX VERB PUNCT|DT NN IN NNS IN NNP NN NNS VBP VBG .
1626| A dog jumps forward carrying a large stick .|DET NOUN VERB ADV VERB DET ADJ NOUN PUNCT|DT NN VBZ RB VBG DT JJ NN .
1627| A collie and a black dog with a stick in the water .|DET NOUN CCONJ DET ADJ NOUN ADP DET NOUN ADP DET NOUN PUNCT|DT NN CC DT JJ NN IN DT NN IN DT NN .
1628| A man climbs up the side of a steep rock that overlooks a river .|DET NOUN VERB ADP DET NOUN ADP DET ADJ NOUN PRON VERB DET NOUN PUNCT|DT NN VBZ IN DT NN IN DT JJ NN WDT VBZ DT NN .
1629| Two teams , one wearing green , one wearing red , playing a game of soccer .|NUM NOUN PUNCT NUM VERB ADJ PUNCT NUM VERB NOUN PUNCT VERB DET NOUN ADP NOUN PUNCT|CD NNS , CD VBG JJ , CD VBG NN , VBG DT NN IN NN .
1630| Two people are riding one motorcycle .|NUM NOUN AUX VERB NUM NOUN PUNCT|CD NNS VBP VBG CD NN .
1631| 3 workers in blue shirts are cleaning windows on a platform .|NUM NOUN ADP ADJ NOUN AUX VERB NOUN ADP DET NOUN PUNCT|CD NNS IN JJ NNS VBP VBG NNS IN DT NN .
1632| Three people are kayaking in dark waters .|NUM NOUN AUX VERB ADP ADJ NOUN PUNCT|CD NNS VBP VBG IN JJ NNS .
1633| Three dogs are making a turn in a dog race .|NUM NOUN AUX VERB DET NOUN ADP DET NOUN NOUN PUNCT|CD NNS VBP VBG DT NN IN DT NN NN .
1634| A man is walking in the same direction that a model airplane is flying in dried grassland .|DET NOUN AUX VERB ADP DET ADJ NOUN PRON DET NOUN NOUN AUX VERB ADP VERB NOUN PUNCT|DT NN VBZ VBG IN DT JJ NN WDT DT NN NN VBZ VBG IN VBN NN .
1635| Activists marching through park on sunny day .|NOUN VERB ADP NOUN ADP ADJ NOUN PUNCT|NNS VBG IN NN IN JJ NN .
1636| A woman is peddling grain in the market .|DET NOUN AUX VERB NOUN ADP DET NOUN PUNCT|DT NN VBZ VBG NN IN DT NN .
1637| Very many skiers are gathered at a ski location .|ADV ADJ NOUN AUX VERB ADP DET NOUN NOUN PUNCT|RB JJ NNS VBP VBN IN DT NN NN .
1638| An Indian man is cooking using traditional ingredients .|DET ADJ NOUN AUX VERB VERB ADJ NOUN PUNCT|DT JJ NN VBZ VBG VBG JJ NNS .
1639| A man stands in a curvy corridor .|DET NOUN VERB ADP DET ADJ NOUN PUNCT|DT NN VBZ IN DT JJ NN .
1640| A band performs a song with a saxophone , guitars , base , drums and a keyboard .|DET NOUN VERB DET NOUN ADP DET NOUN PUNCT NOUN PUNCT NOUN PUNCT NOUN CCONJ DET NOUN PUNCT|DT NN VBZ DT NN IN DT NN , NNS , NN , NNS CC DT NN .
1641| Asian boy puts his head inside a large bubble .|ADJ NOUN VERB PRON NOUN ADP DET ADJ NOUN PUNCT|JJ NN VBZ PRP$ NN IN DT JJ NN .
1642| Three women talking , holding glasses of wine , with paintings in the background .|NUM NOUN VERB PUNCT VERB NOUN ADP NOUN PUNCT ADP NOUN ADP DET NOUN PUNCT|CD NNS VBG , VBG NNS IN NN , IN NNS IN DT NN .
1643| A little boy is playing with a toy gun .|DET ADJ NOUN AUX VERB ADP DET NOUN NOUN PUNCT|DT JJ NN VBZ VBG IN DT NN NN .
1644| A group of students in uniform stand in front of the gate .|DET NOUN ADP NOUN ADP ADJ VERB ADP NOUN ADP DET NOUN PUNCT|DT NN IN NNS IN JJ VB IN NN IN DT NN .
1645| Two people are walking up a snowy hill with a dog .|NUM NOUN AUX VERB ADP DET PROPN NOUN ADP DET NOUN PUNCT|CD NNS VBP VBG RP DT NNP NN IN DT NN .
1646| A person on a large wheeled vehicle drives through an orange desert landscape .|DET NOUN ADP DET ADJ ADJ NOUN VERB ADP DET PROPN NOUN NOUN PUNCT|DT NN IN DT JJ JJ NN VBZ IN DT NNP NN NN .
1647| A man with thick black rimmed glasses and a guitar sitting out on the sidewalk .|DET NOUN ADP ADJ ADJ VERB NOUN CCONJ DET NOUN VERB ADP ADP DET NOUN PUNCT|DT NN IN JJ JJ VBN NNS CC DT NN VBG RP IN DT NN .
1648| Two fishermen are checking their nets .|NUM NOUN AUX VERB PRON NOUN PUNCT|CD NNS VBP VBG PRP$ NNS .
1649| A girl is standing outside in front of a forest and brushing her teeth .|DET NOUN AUX VERB ADV ADP NOUN ADP DET NOUN CCONJ VERB PRON NOUN PUNCT|DT NN VBZ VBG RB IN NN IN DT NN CC VBG PRP$ NNS .
1650| friends posing for a picture while holding plates|NOUN VERB ADP DET NOUN SCONJ VERB NOUN|NNS VBG IN DT NN IN VBG NNS
1651| A young boy sitting in the shade outside and eating a meal .|DET ADJ NOUN VERB ADP DET NOUN ADV CCONJ VERB DET NOUN PUNCT|DT JJ NN VBG IN DT NN RB CC VBG DT NN .
1652| Whittling wood-carver in a blue hat .|VERB NOUN NOUN ADP DET ADJ NOUN PUNCT|VBG NN NN IN DT JJ NN .
1653| A keyboard player rocking out with a band in a white tank|DET NOUN NOUN VERB ADP ADP DET NOUN ADP DET ADJ NOUN|DT NN NN VBG RP IN DT NN IN DT JJ NN
