|description|black_index
5105|A caucasian man wearing a black t-shirt is holding up two sticks .|5
5106|A redheaded lady smiling with cardigan with black bows .|7
5107|Man in black shirt holding a short-haired woman .|2
5108|A young black man on a bicycle rides the wrong way down a crowded urban street .|2
5109|A person in a black jacket doing tricks on a motorbike .|4
5110|A woman in a white dress is sitting on a swing and reading from a black binder .|15
5111|A little black girl holding something up to her ear .|2
5112|One black and one brown horse pulling a man in a white shirt on a old tractor .|1
5113|Man dressed in black dancing on a pier while passengers on a boat watch .|3
5114|A few firefighters , wearing black , yellow , and pink jackets , standing next to a firetruck .|5
5115|A young woman in white , carrying a black handbag stands in a crowd .|8
5116|The surfer in the black bodysuit rides a wave off the coast|4
5117|A female dressed in black with her are outstretched as if dancing .|4
5118|The man in the black suit is in the water on a white and red board with a sail .|4
5119|A lioness chases a black animal with horns .|4
5120|A girl in a black shirt is putting a star on top of a Christmas tree .|4
5121|A man in a black shirt is playing a guitar .|4
5122|a black dog is running pasts a wire mesh fence with a blue bone shaped toy in its mouth .|1
5123|A blond woman dressed from head to toe in black , stands in front of a CHEVROLET car and sign .|9
5124|A Sooners football player weas the number 28 and black armbands .|9
5125|Person with short black hair , gray shirt , and jeans , standing near broken up pieces of concert .|3
5126|A golfer dressed in black is in mid-swing at a golf course , with his friends watching .|4
5127|A black woman taking a picture .|1
5128|A woman smoking a cigarette talks to a woman in a black jacket .|11
5129|A black dog is shaking water off his body .|1
5130|Three little girls dressed in white , pink , and black are at a dance class|10
5131|A woman in a bright blue dress and short black hair looking backward at something .|9
5132|An African American woman walks down the street while talking on a cellphone holding a black purse .|15
5133|Baseball player in white and black uniform is attempting to catch a baseball .|5
5134|A group of people , including a barefoot woman with white shorts , a black jacket and backpack wait for a light rail train .|14
5135|The black shirted team are celebrating with one another .|1
5136|Three black dogs play in the grass .|1
5137|A white man with camouflage pants and a black and white print shirt covered in white foam or cream .|8
5138|Two children with short brown hair are sitting on a coach with two large black and white pillows grinning at the camera .|14
5139|A man in a black hat is holding a cellular phone in front of his face .|4
5140|A man wearing black jeans and skater shoes climbs a jungle gym .|3
5141|A small black dog plays in the water .|2
5142|A girl in a black leotard does an artistic leap while a girl in a red leotard and torn tights watches .|4
5143|A young woman sitting on a ledge with a black purse looking at her fingernails .|9
5144|A young woman in a gray and black shirt is sitting by a tree , drinking something out of a paper cup with a straw .|7
5145|prarie dogs that are spotted with , brown black and white|8
5146|A white and black dog is running over dirt .|3
5147|A man dressed in black rides a green bike .|4
5148|A spotted black and white dog splashes in the water .|2
5149|Five black men wearing white coat and their heads shaved are working in a laboratory , looking under the microscope .|1
5150|A muscular black man runs through a muddy track during a race .|2
5151|A white-haired man in a black coat is standing on a city street .|5
5152|A woman in a white shirt is holding a black tray .|9
5153|A woman in a black shirt , jean shorts and white tennis shoes is bowling .|4
5154|A newly wedded couple being photographed outside a black convertible .|8
5155|A stylish woman in black poses in front of graffiti on the sidewalk .|4
5156|The black dog and brown dog are wrestling in front of the fireplace .|1
5157|Man in black coat examining airplane nose .|2
5158|Man with black hair is swimming .|2
5159|A man in an orange shirt and a woman in a red and black polka-dotted dress walk past a graffiti-decorated brick wall .|13
5160|A smiling black woman with glasses stands in front of a window , with a city street scene reflected on the window .|2
5161|A man wearing a black long-sleeved shirt is taking a photo of a building .|4
5162|A man with a black backpack is having a conversation with a woman holding a orange and white box .|4
5163|Two black dogs jump into a blue swimming pool .|1
5164|A black dog runs in front of a large brown and white bull .|1
5165|lady holding black purse walking past a glamour store .|2
5166|Gray and black dogs running away down forest path|2
5167|A black dog wearing a red collar is running through snow next to a wooden fence .|1
5168|A woman with red-hair and a black striped shirt talking on the phone .|6
5169|A black old woman with gray hair is holding onto a yellow flower .|1
5170|Two muscular men in red doing performance art on a black mat on grass with an audience in the background .|10
5171|Woman in black shirt posing for pictures in front of statue .|2
5172|A woman in a black dress is blowing giant bubbles in the street .|4
5173|A policeman wearing a black had and a bright , green shirt licks his lips .|4
5174|A black dog carries a bird in its mouth as it jumps over a fence .|1
5175|A little girl in a black jumper is climbing a chain link gate .|5
5176|A man in a black shirt reading a paper .|4
5177|Dressed in his team uniform of yellow and black he plays soccer .|8
5178|A marching procession of people in red and black playing instruments .|8
5179|A black dog is happily running through the grass .|1
5180|A black and white dog is biting on a pine cone on the grass .|1
5181|A black and white bird with a yellow beak is flying .|1
5182|Women in black coat waits on laundry while reading newspaper .|2
5183|A teenage boy wearing a white t-shirt with a black design is playing an electronic keyboard .|9
5184|A man walks a black dog on a very long leash .|4
5185|A man in a white shirt and black vest with a helmet riding a horse for what seems to be a rodeo .|7
5186|Two kids , one in a white shirt and one in a black shirt , laying on pillows .|12
5187|A man with no shirt sits on a black moped .|8
5188|Two men wearing hats play accordions while standing between two burgundy and black pre-World War II automobiles .|12
5189|A black dog is running fast on green grass .|1
5190|A black dog with a white toy in his mouth in a field of grass .|1
5191|A black dog is in a dog race .|1
5192|Women wearing a black top and glasses speaking into a blue tipped microphone with another woman beside her writing .|3
5193|A girl in black runs a race .|3
